MCOS_0000200401,12.53827663
MCOS_0000170401,10.79692197
MCOS_0000137301,10.63104172
MCOS_0000610101,10.28283721
MCOS_0000050001,10.05635089
MCOS_0000822701,9.613127796
MCOS_0000540901,9.586158516
MCOS_0000056001,9.542927548
MCOS_0000360301,9.473444562
MCOS_0000561901,9.456350402
MCOS_0000730101,9.158121534
MCOS_0000215801,9.125393958
MCOS_0000764701,9.114450987
MCOS_0000551101,9.073829674
MCOS_0000380201,9.030077151
MCOS_0000764601,9.029764394
MCOS_0000645201,9.017759614
MCOS_0000296201,8.949185159
MCOS_0000532101,8.849560752
MCOS_0000488201,8.825760601
MCOS_0000268901,8.773785991
MCOS_0000328101,8.740645069
MCOS_0000683301,8.651459295
MCOS_0000737201,8.589445503
MCOS_0000158001,8.568558726
MCOS_0000581701,8.497867122
MCOS_0000285401,8.419117633
MCOS_0000816601,8.343449529
MCOS_0000871801,8.26844899
MCOS_0000194201,8.266268188
MCOS_0001038101,8.208416759
MCOS_0000962201,8.205511441
MCOS_0000132601,8.168104803
MCOS_0000378601,8.165492595
MCOS_0000994001,8.159270277
MCOS_0000426901,8.150226456
MCOS_0000195301,8.140868426
MCOS_0000150601,8.132382022
MCOS_0000561501,8.030359995
MCOS_0000300801,7.947167261
MCOS_0000373801,7.912238377
MCOS_0000198101,7.907512122
MCOS_0000399001,7.885522016
MCOS_0000662401,7.823019248
MCOS_0001039701,7.7965094
MCOS_0000333101,7.745147534
MCOS_0000898801,7.733341888
MCOS_0000824501,7.64465256
MCOS_0000734601,7.553711847
MCOS_0000381201,7.507810185
MCOS_0000219001,7.452292144
MCOS_0000848701,7.413302549
MCOS_0000790001,7.404902263
MCOS_0000483101,7.382880361
MCOS_0000855901,7.372035192
MCOS_0000460001,7.351807201
MCOS_0000622401,7.329442869
MCOS_0000275701,7.324635802
MCOS_0000078601,7.271602742
MCOS_0000308801,7.248199628
MCOS_0000351901,7.211427444
MCOS_0000360001,7.207186016
MCOS_0001032801,7.206370238
MCOS_0000411801,7.168224037
