HmN_000893200,-14.0485660711
HmN_000893100,-13.133471441
HmN_002092200,-13.0362682518
HmN_000716100,-12.4515934331
HmN_000760600,-10.1038421334
HmN_000263700,-9.8946536962
HmN_000507700,-9.4133385724
HmN_002208800,-9.3516292287
HmN_002217200,-9.3195170942
HmN_000125600,-9.2543891254
HmN_000111800,-9.0509698934
HmN_002031400,-8.9319317112
HmN_000602200,-8.7362286744
HmN_000107600,-8.7249530686
HmN_000019900,-8.6453190903
HmN_000060300,-8.556860356
HmN_002029800,-8.4796910514
HmN_000069100,-8.2225302014
HmN_000061800,-8.1569375301
HmN_000134500,-8.1505058086
HmN_002213200,-8.1239597395
HmN_000319800,-8.0645928845
HmN_002182000,-7.9078529385
HmN_000064700,-7.7389401124
HmN_000103300,-7.5936330463
HmN_002098800,-7.5837042811
HmN_002077700,-7.5206661137
HmN_000357700,-7.4885040417
HmN_000453100,-7.4346249696
HmN_002208900,-7.3556664362
HmN_000503600,-7.3500655417
HmN_000868300,-7.3152173737
HmN_000173300,-7.2769024557
HmN_002232200,-7.2661207099
HmN_000699500,-7.2302967175
HmN_000276500,-7.2045775284
HmN_000503700,-7.1505379965
HmN_000571000,-7.1348165447
HmN_000704900,-7.1331843587
HmN_000074300,-7.0451213922
HmN_000154900,-7.030560745
HmN_002135600,-6.9679943604
HmN_000644000,-6.9523431794
HmN_000350300,-6.9447460593
HmN_002224200,-6.9258690615
HmN_000617000,-6.8578566182
HmN_000338400,-6.8479931649
HmN_000501600,-6.804957048
HmN_002009500,-6.7674616388
HmN_000150100,-6.7265248096
HmN_000863200,-6.7229736735
HmN_000929800,-6.6614249226
HmN_000716300,-6.6262820027
HmN_000022700,-6.6192801619
HmN_000395800,-6.575502577
HmN_000016000,-6.5473470151
HmN_000125000,-6.4906866403
HmN_000347000,-6.4772044356
HmN_002223600,-6.4659241445
HmN_000176200,-6.4621105352
HmN_000415200,-6.4048452125
HmN_000556000,-6.3939589176
HmN_002042400,-6.271094981
HmN_000929200,-6.2613931224
HmN_000070400,-6.2404277412
HmN_000547700,-6.2366683324
HmN_000090000,-6.2304273507
HmN_000150000,-6.2128877085
HmN_002222700,-6.2014983043
HmN_002163700,-6.1517628748
HmN_000583600,-6.1074139228
HmN_000430800,-6.0795381259
HmN_000685600,-6.0351854967
HmN_000736200,-6.0336784354
HmN_000813400,-6.0276623095
HmN_000282700,-5.984907991
HmN_000777000,-5.9374763642
HmN_000602600,-5.9197913202
HmN_000764600,-5.9171113946
HmN_000390000,-5.9123671719
HmN_002078800,-5.9053570788
HmN_000583500,-5.8885454606
HmN_000254100,-5.8395170955
HmN_000272300,-5.8013849645
HmN_000761300,-5.7929002383
HmN_000223650,-5.7836362903
HmN_000879100,-5.7596496516
HmN_000780200,-5.7544392581
HmN_000539300,-5.7451559386
HmN_000042400,-5.7294551269
HmN_000494200,-5.6915734079
HmN_000489800,-5.6908422918
HmN_000842400,-5.6846438708
HmN_002135000,-5.6674182186
HmN_000824700,-5.634299694
HmN_002295900,-5.608089059
HmN_000353000,-5.5870079042
HmN_000507300,-5.5758911058
HmN_000210400,-5.5520927531
HmN_000304100,-5.5442776508
HmN_000560700,-5.5306630664
HmN_000367000,-5.5286038419
HmN_000421400,-5.5152754743
HmN_000391400,-5.4790431934
HmN_000209400,-5.47679805
HmN_000526000,-5.4717808719
HmN_000219600,-5.4374875446
HmN_002011900,-5.400512407
HmN_000425700,-5.3854621837
HmN_002211700,-5.3725484371
HmN_000515800,-5.3671446573
HmN_000430900,-5.359875636
HmN_000811700,-5.3476928424
HmN_000547600,-5.335559057
HmN_000575400,-5.2996261388
HmN_000069900,-5.2959795674
HmN_000914300,-5.2941422681
HmN_000849900,-5.2844290219
HmN_002217700,-5.2626726991
